鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080827,土地3建物1車位1,九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6810000,71677,坡道平面,24.75,1250000,,RPONRLQKKHGGFIB28DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,16.96,商,,,1090130,土地3建物1車位1,十七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.89,3,2,2,有,無,9800000,76721,坡道平面,24.75,1350000,,RPPNRLQKKHGGFIB38DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080703,土地3建物1車位1,八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6330000,66778,坡道平面,24.75,1150000,,RPQNRLQKKHGGFIB48DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,16.96,商,,,1080614,土地3建物1車位1,十九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.89,3,2,2,有,無,9580000,76539,坡道平面,24.75,1150000,,RPRNRLQKKHGGFIB58DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080717,土地3建物1車位1,七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.34,2,1,1,有,無,6200000,65747,坡道平面,22.77,1100000,,RPSNRLQKKHGGFIB68DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080917,土地3建物1車位1,六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6230000,65489,坡道平面,24.75,1150000,,RPUNRLQKKHGGFIB88DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,16.96,商,,,1090818,土地3建物1車位1,十四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.89,3,2,2,有,無,9550000,74451,坡道平面,24.75,1350000,,RPVNRLQKKHGGFIB98DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080703,土地3建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6230000,65489,坡道平面,24.75,1150000,,RPWNRLQKKHGGFIB09DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,16.96,商,,,1090718,土地3建物1車位1,十三層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,132.91,3,2,2,有,無,9500000,75359,坡道平面,22.77,1200000,,RPXNRLQKKHGGFIB56DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080924,土地3建物1車位1,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.34,2,1,1,有,無,5810000,62009,坡道平面,22.77,1000000,,RPOORLQKKHGGFIB38DB
